,F1,F2,F3,y
105,-0.8108229904352884,-8.55640217338704,-5.838780752207528,1
106,0.0895960054762246,7.279993816099215,5.875160527250391,0
107,3.4182498445208864,-5.959769139506982,-5.665080938976938,1
108,1.1108133754539975,-11.855941304257717,8.962125286843445,3
109,1.011492617054861,-7.736185358460019,10.709399898338901,3
110,4.726776669698591,-5.325594999636692,-6.076858582293,1
111,5.320738014566203,-10.508836917250598,7.1272752558436245,3
112,-11.224447666456483,7.243345890185596,4.358735678497904,2
113,-2.0245302508865253,13.109083970458798,4.8696017726558924,0
114,-7.06100224953409,6.270012050188722,3.3410614072380787,2
115,3.899100742168992,-6.264385680249166,-7.777951248495539,1
116,-3.1226304216963845,5.965705061858337,6.235351465385371,0
117,-6.3880630603002615,7.399423788079595,2.2933894191814357,2
118,-6.10148384769066,9.69981438491267,3.095787480889099,2
119,-5.069037089579011,8.539502205784984,8.38389019717271,0
120,6.9781631267255735,-6.532020872494874,-3.1816908460489524,4
121,7.65966136287043,-5.361527292413106,-4.973459265681541,4
122,-11.03988632230938,5.900925665977628,0.8491720757387382,2
123,0.07180210113007801,-8.56144478724698,-6.896665742376046,1
124,2.4424736942509044,-6.374116176075496,-3.587315107916,1
125,0.27545388393105563,7.253004491138783,4.7936687333972445,0
126,5.5629241261867035,-10.145092455705909,10.66491967292719,3
127,4.025487315074868,-4.017953618622205,-5.55529734583997,4
128,-9.843252730457245,7.885882040037609,0.1710585353154428,2
129,-7.827479570202612,9.94246870820013,0.8860155751955066,2
130,-6.303951588030065,11.575367651553249,3.4096114806854403,0
131,12.018201292136583,-8.21975543902823,-5.04205386693049,4
132,-0.09043368167948218,10.090206135582314,10.108723154351583,0
133,-6.738106564418182,5.5956204726570915,2.878926159811168,2
134,-3.7622459884298376,4.630026015714364,6.342683020985759,0
135,5.330457988159527,-8.68899830083225,7.864088030098533,3
136,6.631695199817965,-10.228494075972732,8.604872723596051,3
137,-3.5743582274935592,10.070919347459075,5.054885806546373,0
138,-8.64546031904903,5.96174835142054,0.04091545758876891,2
139,-5.400417567996915,7.326012301162842,3.953476362965765,0
140,8.865528189282736,-4.559652227084524,-4.510289639769173,4
141,5.006761686924117,-9.369368905989372,11.503254925939213,3
142,6.894539693088832,-7.770545788768134,-6.918132768989949,4
143,0.2320244514172196,-8.848171941736277,-4.938308129407328,1
144,-9.544359870087135,5.250371082786108,4.648437266041606,2
145,2.846587240814633,-10.452785792413204,9.07155542867209,3
146,1.7927143558283125,-5.317480655918365,-1.8027273898009737,1
147,2.675183026384941,-11.182315721248315,12.741162825604071,3
148,6.475341314910547,-2.6167382685951743,-3.782764411468647,4
149,-8.131361944738677,7.566532938302134,0.06954969229743235,2
150,7.152973501418991,-6.505482548382749,-2.8650522508036786,4
151,2.414632287745292,-12.111219781394169,7.6681185905419,3
152,5.215386799516162,-10.019547866465956,-6.732183665128811,1
153,-4.808782778041467,7.463613916284434,6.186160548006599,0
154,0.813405838163558,8.345791945897586,4.004185023206935,0
155,-1.9579273072779348,9.571732198139644,-0.26465036640336503,0
156,7.365958007134728,-11.07232238539923,8.562270035562596,3
157,8.064125663425411,-5.735141413409862,-4.233747177277512,4
158,-13.162766198471598,7.286406903966568,4.174592860144202,2
159,-1.8295556946794627,8.999525828309176,6.174472513640909,0
160,-4.703889360186067,9.696130525316228,4.4670518225648745,0
161,1.7113377384012334,-8.949536920215536,-7.260098367640706,1
162,-0.38188704660914086,-6.472223594873571,-6.300425064939011,1
163,-12.734094783278337,8.482408061233226,2.3176988853177294,2
164,-8.302825307907085,10.242510122265745,-1.3483216426597053,2
165,-0.061214657150049145,-5.846288573855024,-8.478330734926477,1
166,2.091453928485577,-4.6273931391205085,-7.788598143582472,1
167,1.7947273327533917,-6.819659922096954,-8.289049800195006,1
168,3.26562259654694,-12.139974287223827,9.337908504198184,3
169,-3.982021967568043,10.17329493129803,3.5453191635530588,0
170,-8.538055523893242,3.9137658072340558,-2.5316821802019263,2
171,-1.3278127361347916,-6.980472894594246,-7.193570389720998,1
172,-10.027880265747335,4.760927568544993,-1.4531592752384088,2
173,5.8534445881946,-2.113320085335136,-4.4583038665601755,4
174,3.3217306214342823,-7.109315230117317,-6.570036346084909,1
175,-6.540860790777133,10.188206977933707,-0.35572232989589336,2
176,-2.240339857796706,10.1785317176244,6.415375755414816,0
177,-8.455285828904081,7.805999190809399,3.064890816055688,2
178,6.235546133400768,-8.107128377877856,7.493839429761187,3
179,-9.701919333916422,5.551438006835356,0.33577902627669043,2
180,-9.256248731300072,7.066507953787092,4.0010391114284385,2
181,-1.4904413903805387,11.50894023866177,6.571722852147282,0
182,-11.061153780904881,7.2202346051685335,2.4336729847855443,2
183,5.709714479159639,-11.591184267094107,9.784611888668273,3
184,6.652544726470447,-5.640545212810235,-7.387792120554254,4
185,-8.624242992478584,7.112462811494089,1.653586933429984,2
186,-0.967471420124671,9.999659095799132,4.8176248484915885,0
187,2.0672041101882224,-4.433285289968356,-8.246973173536192,1
188,4.843532782320835,-5.750821215364738,-6.169008333927241,1
189,-2.3450878807471547,8.039496080356026,5.4475199535867125,0
190,-9.027071256706773,7.15173641606312,3.6476790861521664,2
191,0.02361608769299961,9.76887865911914,7.942580809187081,0
192,4.298192814541431,-11.699084148268927,11.515166130300535,3
193,-8.824591246757937,9.492482081644845,0.867240047849068,2
194,2.8340108019614845,-9.907499237733942,11.288140374017349,3
195,-5.202553817775442,7.253103596104109,2.3787742268649676,0
196,-7.346725254515203,8.510381261885922,0.31482716549435197,2
197,-2.0940011004813104,10.784267062571653,3.710819338938166,0
198,-5.731208842963193,8.717183318184222,3.8249585609575707,0
199,-5.4993053646814225,7.435769470802481,6.127301403770555,0
200,10.186396382527278,-6.737504816826482,-9.071537372854795,4
201,-5.215577699306047,8.570620629301978,2.679604555610594,2
202,6.783840178502985,-4.863044843727674,-7.063537565040269,4
203,10.058881110422496,-6.354824410868335,-3.133547018035691,4
204,-8.761143876181944,10.234760295660937,5.620843384902175,2
205,-10.587968516788248,2.7707758983146986,2.5920800200085736,2
206,4.475560718739791,-9.262821284391158,9.480955148411581,3
207,-9.984323366617902,7.685755935920825,0.35077596482235784,2
208,3.750877372944707,-4.919982953829871,9.981920567239916,3
209,-7.8714767804068035,6.230508126481194,0.9908660949981711,2
210,-4.052759122039268,10.771633224580112,4.160689819840482,0
211,0.5627482112811697,-8.286867317004162,-2.16535686321053,1
212,1.7134376601797534,10.387983153730264,4.781823667507593,0
213,2.4521056659780753,-8.918235863559016,9.414125608534547,3
214,3.350785945309823,-5.733456566774951,-2.2122255715263117,4
215,2.3317188927941004,-5.813907405524352,-9.38772606086246,1
216,-4.435228875185003,10.968646129824467,4.723838965168147,0
217,4.5526827406914805,-7.402427041061515,-6.639109675697345,1
218,-8.501537371685517,4.940942636923091,2.147671028637922,2
219,4.665258098870167,-2.569148114285124,-5.535595024448402,1
220,8.746792701190776,-6.686824023819535,-7.699641960053529,4
221,6.454699389044764,-11.959234821274151,10.440133374389543,3
222,6.168870603542264,-5.2133324553355385,6.817468074154214,3
223,3.1890571525547418,-6.215038293797588,-9.76792718801801,4
224,4.391133572153663,-9.762615687278501,-6.529017933494931,1
225,4.261440089173568,-9.51832296942608,-7.332600031293299,1
226,-7.037870438805538,6.078766525517097,2.9784802281190874,2
227,7.647023946940321,-6.022819529448896,-7.776621813524933,4
228,-0.9552852105932956,-11.051336921876612,7.351806020603297,3
229,-0.7021326418010654,9.05228679032262,3.571045928881091,0
230,8.310272517000614,-7.787865602029287,-9.594233558411439,4
231,7.495536713225587,-1.5916859783560984,-9.852162094414503,4
232,5.7105547559568155,-4.463961293799084,-7.778087417129911,4
233,2.7750779014480704,-13.259625379808025,11.740688621882974,3
234,-7.307547328295143,6.9398799990854245,-0.4159289877742576,2
235,7.334986833860306,-5.136317569771448,-7.696069056877802,4
236,2.100546471243964,-5.935704524658052,-6.601678775986141,1
237,4.513420777092163,-8.516575625236053,-9.885639628537154,1
238,-11.494163900010557,8.684053674089665,4.337929918912195,2
239,6.881198984161535,-7.443014693255424,-5.56037943908255,4
240,5.258868091890972,-10.750602204983984,9.451559157460958,3
241,2.2326430466975244,-10.448623385267625,9.497354084209299,3
242,4.0979727036909726,-11.348480075779676,-6.409709935566545,1
243,-1.7876407737058935,8.473879490843245,6.535112711550919,0
244,6.12315845419586,-11.07276915446722,5.0750763766014995,3
245,5.611636857947847,-7.909342086361905,-7.636840845869412,4
246,-9.608011520530262,8.251467481345621,1.1451258223495844,2
247,3.8602397170472225,-11.015817826625252,11.618801767205415,3
248,-0.32521309433740786,14.570912211303202,7.027158284792736,0
249,5.002204809119895,-5.333460812796217,-8.086756723719372,1
250,-9.611281191139959,8.002551883136384,0.7307575335910388,2
251,5.597129932210475,-6.163775733767733,-6.093583290508592,1
252,7.896995646247387,-8.041740649217893,-6.248919946951955,4
253,1.7517028257793403,-5.013869022494028,-5.133792496037649,1
254,5.844508240000427,-10.823583332872445,13.773496792339925,3
255,-8.209560768526316,7.319355320658335,2.8513838636237523,2
256,1.514737580833548,-5.25189937490406,-8.760937142411752,1
257,2.863623793375911,-9.210125126405847,7.187490408134303,3
258,-0.7205329628352273,10.524281722687792,4.225547056018953,0
259,6.516077580828492,-6.418492423136395,-5.380416414103369,4
260,2.8358825983321765,-13.083216283474082,9.142113630690664,3
261,5.904307847437238,-4.103719773289881,-4.731486958309141,4
262,8.307112470680662,-5.807881654646664,-7.675892565634874,4
263,3.350631540693352,-10.310092952933164,2.4553372593631204,3
264,4.963437174975555,-6.452366342294249,-6.346948499886074,1
265,4.078089951141122,-5.552494186417474,9.830830806376888,3
266,6.800740544875508,-5.949863747484509,9.478069837669267,3
267,-7.474258856548158,1.7763971896718065,3.6241735141231004,2
268,5.890043818036752,-5.089087288105664,-4.601133969773974,4
269,-0.6989537031396318,7.806477383229264,5.248777075969807,0
270,6.987441067174569,-8.936895398457551,8.659025985405613,3
271,-10.891609226107473,7.817677671111309,2.196962350694994,2
272,3.8159855596160477,-4.4468315652738575,-10.094590858014232,4
273,5.342669493307763,-3.374187701104393,-4.0212593937901335,4
274,-5.9453198847428546,6.294239817062409,-0.19814653815502403,2
275,6.777222247611644,-6.9248333700409095,-5.830332035948046,1
276,2.6008936108810006,-10.243267841417728,-10.397307593264241,1
277,5.041125925639866,-11.377818647263148,-8.246094253978193,1
278,3.9646741573034436,-7.433424870744027,-6.930887686044921,1
279,6.3253356754026075,-7.59724517591779,11.030342730027582,3
280,-4.011556472380607,6.753430021957261,6.179833556089688,0
281,3.9571946758509102,-8.769793338889466,7.201906087178193,3
282,9.931171894191582,-3.4942706077465844,-5.000119276050378,4
283,2.793532552322715,-10.659536790934775,11.111431252491242,3
284,-0.25685168225649324,-11.364605905538705,8.784434745865141,3
285,0.9534545289407823,-11.848850349322898,-5.04045457298062,1
286,-0.10837452622595345,12.646461708685951,4.418014964969081,0
287,-6.049683999736534,6.949027990129732,4.979337405008849,0
288,3.234083850920462,-8.860384873264092,-6.903820640623315,4
289,4.183734682018423,-8.169027533072336,11.929456114411149,3
290,-4.166365165090221,7.923947729534634,-0.3656402070963294,0
291,6.545369268155142,-10.772843175734181,10.211151997716723,3
292,6.384678804970148,-5.3997081998303775,-11.733076750092973,4
293,-4.244479803011499,9.30600983305494,1.9001367227955082,0
294,-2.5480819048518466,7.1491028150761595,2.0499938872683816,0
295,5.413634452406862,-2.229839924850092,-6.929193748213574,4
296,7.498785048503526,-7.312530347355896,-6.939286668740577,4
297,0.5933280864131918,9.354231934012939,6.946369209085013,0
298,2.72312556062015,-8.394426224947889,-9.596651986722652,1
299,-12.55431183988482,8.986221449625212,1.6593435757057835,2
300,-7.422149512922657,5.62732551682024,-1.179738360539329,2
301,-8.458632084211082,8.477039047884848,5.745911802203439,2
302,-3.6144891697467614,10.941986765629045,6.5869937312683495,0
303,5.690750701284928,-9.300226454333703,-7.74427390813534,4
304,-1.9947826410925367,9.062149757129996,6.383706813852887,0
305,7.59623908947289,-4.707059778429688,-3.7017662951236527,4
306,-10.691753961620373,9.89948786310258,1.176676312693089,2
307,-6.969857438304528,11.117472209541654,2.95278891173716,0
308,5.388227857502473,-7.7693287406583735,-7.8796713092323865,4
309,-10.38293580728896,4.452285259071823,-1.8039126154938745,2
310,-10.62699300281285,5.984702525833599,1.6124301592376848,2
311,5.858575624872405,-8.31127439289498,8.924659837311767,3
312,-0.8371501607881879,-5.87756050411658,-8.965079341730224,1
313,0.7274286910941645,-7.871565283804212,-7.216339384526534,1
314,-4.032667454508389,7.8851721216591715,2.635785388970633,0
315,5.241500019154753,-12.186543402686086,6.953773425894044,3
316,2.57779113037269,-4.676569741640623,-5.995004827969782,4
317,6.5926151947531055,-8.207421018244602,-4.545903764508674,1
318,3.9122159635406493,-11.933493331789435,9.37125339990957,3
319,-9.856718237606938,8.87858539712859,4.774032581232088,2
320,5.274084191827035,-4.051922450869975,-6.6769848074225395,4
321,4.272009140468162,-7.481435229873989,-7.4307560402868065,1
322,-10.131386799020886,1.546980505113254,2.6088388631311816,2
323,6.168584676287479,-4.921821305513349,9.782762392037968,3
324,-4.945242081606479,6.802525791621258,5.475967919301697,2
325,-4.453734718500893,9.173251031833399,7.687453656615718,0
326,2.7448746307175824,-8.902679789278704,7.733609277003541,3
327,3.7231395164947854,-7.132868359805594,7.271393030097984,3
328,-1.3663886601960682,-3.3502533226258326,-9.363112055174192,1
329,-2.5462992320760307,5.667276884217875,2.494815167356786,0
330,5.923224391202295,-6.974156496409289,-9.996014228629281,1
331,-9.59523586032893,1.5809575895837806,1.7004904187657899,2
332,3.2104936033605966,-4.307089964342068,-4.755689891448523,1
333,-3.753671952865308,8.303308846365603,6.5439010239214905,0
334,-2.4849046049062995,10.87615429614648,3.5935026490538817,0
335,5.621175582322892,-8.047861721731158,-6.988344238848086,4
336,-7.369718405513017,6.024860291657915,2.1885451661775357,2
337,-4.965305661299999,13.762569614999514,4.0184303069937135,0
338,-11.059126791228053,8.457633950274909,-0.6440143864431342,2
339,6.45461641385815,-5.455397634741733,-7.722382501721413,4
340,-0.5327924020445267,9.478878444551132,4.992240680332744,0
341,2.710913599998766,-9.107367615423538,4.558706548416361,3
342,4.188610584504133,-8.295784923539554,-9.991906894255738,1
343,5.1220608619475065,-10.727077514380206,10.535157493789082,3
344,2.8664491469749036,-7.306171943082853,-4.621970718205661,1
345,6.970007515239718,-5.646602945236956,-2.9165699757237817,4
346,1.0656810668678482,-5.61374392356434,-9.93321331667144,1
347,3.61541203446887,-8.85805929011793,11.340079705993608,3
348,1.927168902167888,-11.612499885679105,10.151345073518135,3
349,-4.305613501964107,10.683876966659177,5.233001604886043,0
350,1.9332988934491113,-9.193115641255167,-9.945701297800637,1
351,1.8339900381147114,-5.908995198030364,-8.425443877822888,1
352,-11.034052473334457,8.114141840415671,0.8754245917796997,2
353,5.725816771832429,-7.9015648697698335,10.51709519522996,3
354,-0.37680053485727383,7.096269935344764,7.403888044571987,0
355,2.473657549088029,-9.159136047464681,-9.56299990887534,1
356,-9.906624456012203,4.077431128567213,3.1489911598742237,2
357,-3.8179443152787815,7.467836187292676,3.9383003458823636,0
358,6.922496475351022,-8.121938131058522,-7.36226925304073,4
359,-6.606523649905288,6.024991759346854,3.917951840538608,2
360,4.721694333859807,-10.919280943464383,11.144535904626817,3
361,3.5072151627432846,-12.835420590130218,9.1786580356076,3
362,8.032472459675892,-2.5584722065294474,-6.495787225605322,4
363,5.690179093126733,-3.441447618049077,-7.205378427242557,4
364,5.305637112730752,-9.758089751088658,6.911549186427688,3
365,-1.6033249699857313,8.68216431149619,5.069756496417611,0
366,4.006706773255363,-9.558271660895372,10.474320483603504,3
367,-11.08108903278558,6.519389426465362,3.070829590150513,2
368,4.672598863345646,-7.610971775367946,6.695305513455944,3
369,-10.472698689854,3.135281660171149,3.2004141296759108,2
370,6.710635306507939,-7.9681855059785685,11.548548914576802,3
371,0.24267110373942113,-8.123011392625786,11.109117060605175,3
372,2.109012278430854,-10.320773192720475,10.285957503674757,3
373,-7.182627564711174,7.309437317649232,4.64711747834944,2
374,-6.55382748944422,7.128172511263797,7.4477963135466885,0
375,6.860351774897142,-8.807657631377225,-9.198748524227533,4
376,-7.43351461833388,7.517022705416936,1.8032016519257685,2
377,0.9088128479977406,-10.64818565300893,9.847448614017924,3
378,4.750004162556907,-2.883747827105789,-7.283653164124985,4
379,2.7739937424176055,-7.331054486289936,-6.873280090919126,1
380,6.661012958728122,-12.618500799995251,11.833694014542287,3
381,-7.170713078317281,6.4680115414051995,1.4912065588273282,2
382,-8.093458462671585,5.743390265228147,4.411648523520219,2
383,1.5048216529908074,-9.433362676609491,12.425392992545444,3
384,-0.9659213244500777,7.5676079632958535,9.507574993032934,0
385,6.277865649808724,-7.713189869674421,10.665420124391549,3
386,2.775554116594512,-5.8803529888993555,-9.472861431803631,1
387,5.723221443329414,-6.978607078189694,-4.259710541326779,4
388,-3.3455330301580135,-11.036380500989157,-9.361389748651089,1
389,0.573544370783615,7.358499970366895,4.032149965366247,0
390,4.568057443059058,-10.157676185429118,8.521977394752696,3
391,-5.298602915282078,5.254777259651507,0.6007800277658186,2
392,2.174804528448836,-10.138813163103924,-5.776382282656945,1
393,-3.6519579545610332,7.166120452704112,-0.5852191891591012,0
394,2.2394611839320264,11.043351513572917,3.7588697184810513,0
395,1.560035347078074,-8.301371051973753,-8.218351755501233,1
396,9.33225434189242,-10.414527313528275,-4.191647263212393,4
397,8.124835168720967,-6.450752905878254,6.74200451837239,3
398,8.659923267957556,-8.044294222432317,-9.090245905300304,4
399,4.767999090061476,-7.029915524771304,-8.038036103664288,1
400,-1.1161654445988907,-8.030350689995949,4.57842070902627,3
401,3.3360598446553036,-8.03855373929141,-4.702089629706399,1
402,-2.0345488535332636,9.561440934475577,3.1918752430195036,0
403,1.451699354157094,-9.130465206645049,-7.178182926735007,1
404,5.788081863214403,-4.992454890001855,-6.745183293144689,4
405,8.67930899933858,-6.23567991902918,-5.265742968220075,4
406,-10.564138434137007,2.7181289364092702,1.1324087146148325,2
407,-6.384227636695707,5.825164434240443,2.4729857422423103,2
408,0.5769376806654174,11.660813742500794,4.383054543148685,0
409,0.9814373279261626,-4.83258414621995,-9.067367485402738,1
410,-1.533977751876642,-2.7169978776209867,-7.489216870250462,1
411,9.593344700546673,-10.127747177198623,11.786109563216442,3
412,2.036857245588161,-11.984876885578267,11.125390361733068,3
413,2.26646728597336,-10.840690178527083,9.428955005984097,3
414,8.695623979263239,-6.122387112925108,-7.759891722041206,4
415,7.309999601259308,-2.485321419387181,-2.853949566164818,4
416,-8.230075415296392,7.8553198751263995,3.697425641580921,2
417,7.1130233633214,-9.093836100351313,-4.10294505519537,1
418,-6.813235754528337,3.45129228814146,2.2739941741028904,2
419,-3.3981951114911153,5.676021410017258,3.0962406807145912,0
420,8.706161574920216,-4.894091786027518,-5.496723424390198,4
421,7.506434095885885,-6.435433591531911,-6.696438912328445,4
422,-7.579500586862435,5.49360477993331,2.1848539203982313,2
423,3.0270445092043126,-3.638560300819516,-3.739120322753669,1
424,4.686878419350599,-3.7707004700502997,-4.28674534632769,4
425,0.9381023821242838,-8.077475984269942,-5.76935595966213,1
426,-8.868714014175989,9.049723367839965,0.4294198727450167,2
427,2.898266789235813,-6.399581715781178,-6.26900095252143,1
428,-3.827562227925706,9.022160737061126,5.595387035095156,0
429,6.87306270965747,-2.263939439917114,-6.925539950401159,4
430,7.360858074458488,-5.317222965102202,-5.280685518112811,4
431,-7.878035484191271,12.785257381945838,2.777001640390635,2
432,3.667327703910801,-4.43462536137751,-4.451091022665251,1
433,-8.60288532187419,9.288669842754258,3.335021974521273,2
434,4.604904595226843,-8.165218188579416,-5.6165141170545425,4
435,-8.533696729482761,8.082487029829718,5.645309860051209,2
436,5.781167239194962,-10.887093501571442,10.942386621190465,3
437,2.7202677715372094,-6.736340103630646,-5.673610652765418,4
438,4.462262432273237,-9.387269925067628,10.573660348199772,3
439,0.7274606777381651,-7.715913259169814,-9.457004352790596,1
440,-1.1629466175048,8.501025762813212,3.904227387962579,0
441,1.2480996337420072,-5.712026438838689,-5.793111387697262,1
442,6.045858088966688,-5.254860443006682,-8.150487123633205,4
443,0.6180372584733178,-6.581054064206315,-8.445197003744907,1
444,-9.660190069234378,6.589074483588718,0.6087867204278203,2
445,3.7599532288151805,-12.052594773713617,10.293920538743473,3
446,4.61235352735198,-7.151694221004732,-7.3482168038450135,4
447,7.813341771135957,-5.885167028216097,-5.462189545188678,4
448,-9.167453898653198,4.642416555491047,3.8483006754127747,2
449,-1.9271296205283859,7.743166647649042,2.5967744468769056,0
450,4.216876062794428,-4.258539541766844,-7.324935150187078,1
451,0.6115626592130079,9.271388128340483,5.739031526353436,0
452,4.529023342417062,-7.401681697644861,-6.610140151636569,1
453,5.787423415087853,-6.0453375565288106,-6.1044997538417896,4
454,4.1219533688516545,-10.561469895431566,7.805855633852397,3
455,-5.252482573974264,7.771433471678172,0.411556580763488,2
456,-7.645443077514669,7.865471993191089,2.630686073971019,2
457,-1.6967442529528936,8.150401724981577,8.359812849201962,0
458,1.0809562918587554,-5.621537644380528,10.496658636243183,3
459,-1.6992466055117,10.833762478117956,4.234963784564999,0
460,-1.8941869182743885,-9.294418854444018,-9.021265752630281,1
461,2.312557268644771,-8.279858937561286,-4.700779863243024,1
462,-2.668305064015529,-7.339386334044043,-5.623829566314608,1
463,3.7425464246227578,-12.397438628223235,6.565201773080951,3
